# Format: year	player1	player2	weight	team
2019	Daniele De Rossi	Mile Svilar	1	AS Roma
2019	Daniele De Rossi	Nicolo Zaniolo	1	AS Roma
2019	Daniele De Rossi	Paulo Dybala	1	AS Roma
2019	Daniele De Rossi	Roger Ibanez	1	AS Roma
2019	Daniele De Rossi	Romelu Lukaku	1	AS Roma
2019	Daniele De Rossi	Stephan El Shaarawy	1	AS Roma
2019	Daniele De Rossi	Tammy Abraham	1	AS Roma
2019	Darwin Nunez	Dominik Szoboszlai	1	Liverpool
2019	Darwin Nunez	Fabinho	1	Liverpool
2019	Darwin Nunez	Fernando Torres	1	Liverpool
2019	Darwin Nunez	Gini Wijnaldum	1	Liverpool
2019	Darwin Nunez	Harvey Elliott	1	Liverpool
2019	Darwin Nunez	Ibrahima Konaté	1	Liverpool
2019	Darwin Nunez	James Milner	1	Liverpool
2019	Darwin Nunez	Joe Gomez	1	Liverpool
2019	Darwin Nunez	Joel Matip	1	Liverpool
2019	Darwin Nunez	Jordan Henderson	1	Liverpool
2019	Darwin Nunez	Kostas Tsimikas	1	Liverpool
2019	Darwin Nunez	Luis Suarez	1	Liverpool
2019	Darwin Nunez	Martin Skrtel	1	Liverpool
2019	Darwin Nunez	Roberto Firmino	1	Liverpool
2019	Darwin Nunez	Sami Hyypia	1	Liverpool
2019	Darwin Nunez	Steven Gerrard	1	Liverpool
2019	Darwin Nunez	Thiago Alcantara	1	Liverpool
2019	Darwin Nunez	Virgil van Dijk	1	Liverpool
2019	Darwin Nunez	Xabi Alonso	1	Liverpool
2019	David Alaba	Eduardo Camavinga	1	Real Madrid
2019	David Alaba	Federico Valverde	1	Real Madrid
2019	David Alaba	Ferland Mendy	1	Real Madrid
2019	David Alaba	Gareth Bale	1	Real Madrid
2019	David Alaba	Iker Casillas	1	Real Madrid
2019	David Alaba	Jude Bellingham	1	Real Madrid
2019	David Alaba	Kylian Mbappe	1	Real Madrid
2019	David Alaba	Luka Modric	1	Real Madrid
2019	David Alaba	Marcelo	1	Real Madrid
2019	David Alaba	Raphael Varane	1	Real Madrid
2019	David Alaba	Raul	1	Real Madrid
2019	David Alaba	Rodrygo	1	Real Madrid
2019	David Alaba	Sergio Ramos	1	Real Madrid
2019	David Alaba	Thibaut Courtois	1	Real Madrid
2019	David Alaba	Toni Kroos	1	Real Madrid
2019	David Alaba	Zinedine Zidane	1	Real Madrid
2019	David Beckham	David de Gea	1	Manchester United
2019	David Beckham	Gary Neville	1	Manchester United
2019	David Beckham	Harry Maguire	1	Manchester United
2019	David Beckham	Lisandro Martinez	1	Manchester United
2019	David Beckham	Luke Shaw	1	Manchester United
2019	David Beckham	Marcus Rashford	1	Manchester United
2019	David Beckham	Nemanja Vidic	1	Manchester United
2019	David Beckham	Patrice Evra	1	Manchester United
2019	David Beckham	Paul Scholes	1	Manchester United
2019	David Beckham	Peter Schmeichel	1	Manchester United
2019	David Beckham	Rasmus Hojlund	1	Manchester United
2019	David Beckham	Rio Ferdinand	1	Manchester United
2019	David Beckham	Roy Keane	1	Manchester United
2019	David Beckham	Ruud van Nistelrooy	1	Manchester United
2019	David Beckham	Ryan Giggs	1	Manchester United
2019	David Beckham	Wayne Rooney	1	Manchester United
2019	David de Gea	Gary Neville	1	Manchester United
2019	David de Gea	Harry Maguire	1	Manchester United
2019	David de Gea	Lisandro Martinez	1	Manchester United
2019	David de Gea	Luke Shaw	1	Manchester United
2019	David de Gea	Marcus Rashford	1	Manchester United
2019	David de Gea	Nemanja Vidic	1	Manchester United
2019	David de Gea	Patrice Evra	1	Manchester United
2019	David de Gea	Paul Scholes	1	Manchester United
2019	David de Gea	Peter Schmeichel	1	Manchester United
2019	David de Gea	Rasmus Hojlund	1	Manchester United
2019	David de Gea	Rio Ferdinand	1	Manchester United
2019	David de Gea	Roy Keane	1	Manchester United
2019	David de Gea	Ruud van Nistelrooy	1	Manchester United
2019	David de Gea	Ryan Giggs	1	Manchester United
2019	David de Gea	Wayne Rooney	1	Manchester United
2019	Davide Calabria	Dida	1	AC Milan
2019	Davide Calabria	Fikayo Tomori	1	AC Milan
2019	Davide Calabria	Filippo Inzaghi	1	AC Milan
2019	Davide Calabria	Gennaro Gattuso	1	AC Milan
2019	Davide Calabria	Gianluigi Donnarumma	1	AC Milan
2019	Davide Calabria	Ismael Bennacer	1	AC Milan
2019	Davide Calabria	Kaka	1	AC Milan
2019	Davide Calabria	Mike Maignan	1	AC Milan
2019	Davide Calabria	Olivier Giroud	1	AC Milan
2019	Davide Calabria	Paolo Maldini	1	AC Milan
2019	Davide Calabria	Rafael Leao	1	AC Milan
2019	Davide Calabria	Samuel Chukwueze	1	AC Milan
2019	Davide Calabria	Sandro Tonali	1	AC Milan
2019	Davide Calabria	Simon Kjær	1	AC Milan
2019	Davide Calabria	Theo Hernandez	1	AC Milan
2019	Davide Calabria	Zlatan Ibrahimović	1	AC Milan
2019	Dayot Upamecano	Eric Maxim Choupo-Moting	1	Bayern Munich
2019	Dayot Upamecano	Franck Ribery	1	Bayern Munich
2019	Dayot Upamecano	Harry Kane	1	Bayern Munich
2019	Dayot Upamecano	Jamal Musiala	1	Bayern Munich
2019	Dayot Upamecano	Jerome Boateng	1	Bayern Munich
2019	Dayot Upamecano	Kingsley Coman	1	Bayern Munich
2019	Dayot Upamecano	Leon Goretzka	1	Bayern Munich
2019	Dayot Upamecano	Leroy Sane	1	Bayern Munich
2019	Dayot Upamecano	Manuel Neuer	1	Bayern Munich
2019	Dayot Upamecano	Mario Mandzukic	1	Bayern Munich
2019	Dayot Upamecano	Mats Hummels	1	Bayern Munich
2019	Dayot Upamecano	Matthijs de Ligt	1	Bayern Munich
2019	Dayot Upamecano	Oliver Kahn	1	Bayern Munich
2019	Dayot Upamecano	Philipp Lahm	1	Bayern Munich
2019	Dayot Upamecano	Rafinha	1	Bayern Munich
2019	Dayot Upamecano	Robert Lewandowski	1	Bayern Munich
2019	Dayot Upamecano	Serge Gnabry	1	Bayern Munich
2019	Dayot Upamecano	Sven Ulreich	1	Bayern Munich
2019	Dayot Upamecano	Thomas Muller	1	Bayern Munich
2019	Dayot Upamecano	Toni Kroos	1	Bayern Munich
2019	Dida	Fikayo Tomori	1	AC Milan
2019	Dida	Filippo Inzaghi	1	AC Milan
2019	Dida	Gennaro Gattuso	1	AC Milan
2019	Dida	Gianluigi Donnarumma	1	AC Milan
2019	Dida	Ismael Bennacer	1	AC Milan
2019	Dida	Kaka	1	AC Milan
2019	Dida	Mike Maignan	1	AC Milan
2019	Dida	Olivier Giroud	1	AC Milan
2019	Dida	Paolo Maldini	1	AC Milan
2019	Dida	Rafael Leao	1	AC Milan
2019	Dida	Samuel Chukwueze	1	AC Milan
2019	Dida	Sandro Tonali	1	AC Milan
2019	Dida	Simon Kjær	1	AC Milan
2019	Dida	Theo Hernandez	1	AC Milan
2019	Dida	Zlatan Ibrahimović	1	AC Milan
2019	Dominik Szoboszlai	Fabinho	1	Liverpool
2019	Dominik Szoboszlai	Fernando Torres	1	Liverpool
2019	Dominik Szoboszlai	Gini Wijnaldum	1	Liverpool
2019	Dominik Szoboszlai	Harvey Elliott	1	Liverpool
2019	Dominik Szoboszlai	Ibrahima Konaté	1	Liverpool
2019	Dominik Szoboszlai	James Milner	1	Liverpool
2019	Dominik Szoboszlai	Joe Gomez	1	Liverpool
2019	Dominik Szoboszlai	Joel Matip	1	Liverpool
2019	Dominik Szoboszlai	Jordan Henderson	1	Liverpool
2019	Dominik Szoboszlai	Kostas Tsimikas	1	Liverpool
2019	Dominik Szoboszlai	Luis Suarez	1	Liverpool
2019	Dominik Szoboszlai	Martin Skrtel	1	Liverpool
2019	Dominik Szoboszlai	Roberto Firmino	1	Liverpool
2019	Dominik Szoboszlai	Sami Hyypia	1	Liverpool
2019	Dominik Szoboszlai	Steven Gerrard	1	Liverpool
2019	Dominik Szoboszlai	Thiago Alcantara	1	Liverpool
2019	Dominik Szoboszlai	Virgil van Dijk	1	Liverpool
2019	Dominik Szoboszlai	Xabi Alonso	1	Liverpool
2019	Edin Dzeko	Francesco Totti	2	AS Roma
2019	Edin Dzeko	Gabriel Batistuta	1	AS Roma
2019	Edin Dzeko	Gianluca Mancini	1	AS Roma
2019	Edin Dzeko	John Arne Riise	1	AS Roma
2019	Edin Dzeko	Leonardo Spinazzola	1	AS Roma
2019	Edin Dzeko	Lorenzo Pellegrini	1	AS Roma
2019	Edin Dzeko	Mile Svilar	1	AS Roma
2019	Edin Dzeko	Nicolo Zaniolo	1	AS Roma
2019	Edin Dzeko	Paulo Dybala	1	AS Roma
2019	Edin Dzeko	Roger Ibanez	1	AS Roma
2019	Edin Dzeko	Romelu Lukaku	1	AS Roma
2019	Edin Dzeko	Stephan El Shaarawy	1	AS Roma
2019	Edin Dzeko	Tammy Abraham	1	AS Roma
2019	Eduardo Camavinga	Federico Valverde	1	Real Madrid
2019	Eduardo Camavinga	Ferland Mendy	1	Real Madrid
2019	Eduardo Camavinga	Gareth Bale	1	Real Madrid
2019	Eduardo Camavinga	Iker Casillas	1	Real Madrid
2019	Eduardo Camavinga	Jude Bellingham	1	Real Madrid
2019	Eduardo Camavinga	Kylian Mbappe	1	Real Madrid
2019	Eduardo Camavinga	Luka Modric	1	Real Madrid
2019	Eduardo Camavinga	Marcelo	1	Real Madrid
2019	Eduardo Camavinga	Raphael Varane	1	Real Madrid
2019	Eduardo Camavinga	Raul	1	Real Madrid
2019	Eduardo Camavinga	Rodrygo	1	Real Madrid
2019	Eduardo Camavinga	Sergio Ramos	1	Real Madrid
2019	Eduardo Camavinga	Thibaut Courtois	1	Real Madrid
2019	Eduardo Camavinga	Toni Kroos	1	Real Madrid
2019	Eduardo Camavinga	Zinedine Zidane	1	Real Madrid
2019	Eric Maxim Choupo-Moting	Franck Ribery	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Harry Kane	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Jamal Musiala	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Jerome Boateng	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Kingsley Coman	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Leon Goretzka	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Leroy Sane	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Manuel Neuer	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Mario Mandzukic	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Mats Hummels	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Matthijs de Ligt	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Oliver Kahn	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Philipp Lahm	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Rafinha	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Robert Lewandowski	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Serge Gnabry	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Sven Ulreich	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Thomas Muller	1	Bayern Munich
2019	Eric Maxim Choupo-Moting	Toni Kroos	1	Bayern Munich
2019	Ernest Muçi	Jakub Rzeźniczak	1	Legia Warszawa
2019	Ernest Muçi	Josue	1	Legia Warszawa
2019	Ernest Muçi	Kacper Tobiasz	1	Legia Warszawa
2019	Ernest Muçi	Krzysztof Mączyński	1	Legia Warszawa
2019	Ernest Muçi	Luquinhas	1	Legia Warszawa
2019	Ernest Muçi	Maik Nawrocki	1	Legia Warszawa
2019	Ernest Muçi	Marc Gual	1	Legia Warszawa
2019	Ernest Muçi	Michał Pazdan	1	Legia Warszawa
2019	Ernest Muçi	Miroslav Radović	1	Legia Warszawa
2019	Ernest Muçi	Nemanja Nikolić	1	Legia Warszawa
2019	Ernest Muçi	Radosław Cierzniak	1	Legia Warszawa
2019	Ernest Muçi	Tomasz Brzyski	1	Legia Warszawa
2019	Ernest Muçi	Tomasz Jodłowiec	1	Legia Warszawa
2019	Ernest Muçi	Vadis Odjidja-Ofoe	1	Legia Warszawa
2019	Ernest Muçi	Yuri Ribeiro	1	Legia Warszawa
2019	Fabinho	Fernando Torres	1	Liverpool
2019	Fabinho	Gini Wijnaldum	1	Liverpool
2019	Fabinho	Harvey Elliott	1	Liverpool
2019	Fabinho	Ibrahima Konaté	1	Liverpool
2019	Fabinho	James Milner	1	Liverpool
2019	Fabinho	Joe Gomez	1	Liverpool
2019	Fabinho	Joel Matip	1	Liverpool
2019	Fabinho	Jordan Henderson	1	Liverpool
2019	Fabinho	Kostas Tsimikas	1	Liverpool
2019	Fabinho	Luis Suarez	1	Liverpool
2019	Fabinho	Martin Skrtel	1	Liverpool
2019	Fabinho	Roberto Firmino	1	Liverpool
2019	Fabinho	Sami Hyypia	1	Liverpool
2019	Fabinho	Steven Gerrard	1	Liverpool
2019	Fabinho	Thiago Alcantara	1	Liverpool
2019	Fabinho	Virgil van Dijk	1	Liverpool
2019	Fabinho	Xabi Alonso	1	Liverpool
2019	Federico Valverde	Ferland Mendy	1	Real Madrid
2019	Federico Valverde	Gareth Bale	1	Real Madrid
2019	Federico Valverde	Iker Casillas	1	Real Madrid
2019	Federico Valverde	Jude Bellingham	1	Real Madrid
2019	Federico Valverde	Kylian Mbappe	1	Real Madrid
2019	Federico Valverde	Luka Modric	1	Real Madrid
2019	Federico Valverde	Marcelo	1	Real Madrid
2019	Federico Valverde	Raphael Varane	1	Real Madrid
2019	Federico Valverde	Raul	1	Real Madrid
2019	Federico Valverde	Rodrygo	1	Real Madrid
2019	Federico Valverde	Sergio Ramos	1	Real Madrid
2019	Federico Valverde	Thibaut Courtois	1	Real Madrid
2019	Federico Valverde	Toni Kroos	1	Real Madrid
2019	Federico Valverde	Zinedine Zidane	1	Real Madrid
2019	Ferland Mendy	Gareth Bale	1	Real Madrid
2019	Ferland Mendy	Iker Casillas	1	Real Madrid
2019	Ferland Mendy	Jude Bellingham	1	Real Madrid
2019	Ferland Mendy	Kylian Mbappe	1	Real Madrid
2019	Ferland Mendy	Luka Modric	1	Real Madrid
2019	Ferland Mendy	Marcelo	1	Real Madrid
2019	Ferland Mendy	Raphael Varane	1	Real Madrid
2019	Ferland Mendy	Raul	1	Real Madrid
2019	Ferland Mendy	Rodrygo	1	Real Madrid
2019	Ferland Mendy	Sergio Ramos	1	Real Madrid
2019	Ferland Mendy	Thibaut Courtois	1	Real Madrid
2019	Ferland Mendy	Toni Kroos	1	Real Madrid
2019	Ferland Mendy	Zinedine Zidane	1	Real Madrid
2019	Fernando Torres	Gini Wijnaldum	1	Liverpool
2019	Fernando Torres	Harvey Elliott	1	Liverpool
2019	Fernando Torres	Ibrahima Konaté	1	Liverpool
2019	Fernando Torres	James Milner	1	Liverpool
2019	Fernando Torres	Joe Gomez	1	Liverpool
2019	Fernando Torres	Joel Matip	1	Liverpool
2019	Fernando Torres	Jordan Henderson	1	Liverpool
2019	Fernando Torres	Kostas Tsimikas	1	Liverpool
2019	Fernando Torres	Luis Suarez	1	Liverpool
2019	Fernando Torres	Martin Skrtel	1	Liverpool
2019	Fernando Torres	Roberto Firmino	1	Liverpool
2019	Fernando Torres	Sami Hyypia	1	Liverpool
2019	Fernando Torres	Steven Gerrard	1	Liverpool
2019	Fernando Torres	Thiago Alcantara	1	Liverpool
2019	Fernando Torres	Virgil van Dijk	1	Liverpool
2019	Fernando Torres	Xabi Alonso	1	Liverpool
2019	Fikayo Tomori	Filippo Inzaghi	1	AC Milan
2019	Fikayo Tomori	Gennaro Gattuso	1	AC Milan
2019	Fikayo Tomori	Gianluigi Donnarumma	1	AC Milan
2019	Fikayo Tomori	Ismael Bennacer	1	AC Milan
2019	Fikayo Tomori	Kaka	1	AC Milan
2019	Fikayo Tomori	Mike Maignan	1	AC Milan
2019	Fikayo Tomori	Olivier Giroud	1	AC Milan
2019	Fikayo Tomori	Paolo Maldini	1	AC Milan
2019	Fikayo Tomori	Rafael Leao	1	AC Milan
2019	Fikayo Tomori	Samuel Chukwueze	1	AC Milan
2019	Fikayo Tomori	Sandro Tonali	1	AC Milan
2019	Fikayo Tomori	Simon Kjær	1	AC Milan
2019	Fikayo Tomori	Theo Hernandez	1	AC Milan
2019	Fikayo Tomori	Zlatan Ibrahimović	1	AC Milan
2019	Filippo Inzaghi	Gennaro Gattuso	1	AC Milan
2019	Filippo Inzaghi	Gianluigi Donnarumma	1	AC Milan
2019	Filippo Inzaghi	Ismael Bennacer	1	AC Milan
2019	Filippo Inzaghi	Kaka	1	AC Milan
2019	Filippo Inzaghi	Mike Maignan	1	AC Milan
2019	Filippo Inzaghi	Olivier Giroud	1	AC Milan
2019	Filippo Inzaghi	Paolo Maldini	1	AC Milan
2019	Filippo Inzaghi	Rafael Leao	1	AC Milan
2019	Filippo Inzaghi	Samuel Chukwueze	1	AC Milan
2019	Filippo Inzaghi	Sandro Tonali	1	AC Milan
2019	Filippo Inzaghi	Simon Kjær	1	AC Milan
2019	Filippo Inzaghi	Theo Hernandez	1	AC Milan
2019	Filippo Inzaghi	Zlatan Ibrahimović	1	AC Milan
2019	Francesco Totti	Francesco Totti	1	AS Roma
2019	Francesco Totti	Gabriel Batistuta	2	AS Roma
2019	Francesco Totti	Gianluca Mancini	2	AS Roma
2019	Francesco Totti	John Arne Riise	2	AS Roma
2019	Francesco Totti	Leonardo Spinazzola	2	AS Roma
2019	Francesco Totti	Lorenzo Pellegrini	2	AS Roma
2019	Francesco Totti	Mile Svilar	2	AS Roma
2019	Francesco Totti	Nicolo Zaniolo	2	AS Roma
2019	Francesco Totti	Paulo Dybala	2	AS Roma
2019	Francesco Totti	Roger Ibanez	2	AS Roma
2019	Francesco Totti	Romelu Lukaku	2	AS Roma
2019	Francesco Totti	Stephan El Shaarawy	2	AS Roma
2019	Francesco Totti	Tammy Abraham	2	AS Roma
2019	Franck Ribery	Harry Kane	1	Bayern Munich
2019	Franck Ribery	Jamal Musiala	1	Bayern Munich
2019	Franck Ribery	Jerome Boateng	1	Bayern Munich
2019	Franck Ribery	Kingsley Coman	1	Bayern Munich
2019	Franck Ribery	Leon Goretzka	1	Bayern Munich
2019	Franck Ribery	Leroy Sane	1	Bayern Munich
2019	Franck Ribery	Manuel Neuer	1	Bayern Munich
2019	Franck Ribery	Mario Mandzukic	1	Bayern Munich
2019	Franck Ribery	Mats Hummels	1	Bayern Munich
2019	Franck Ribery	Matthijs de Ligt	1	Bayern Munich
2019	Franck Ribery	Oliver Kahn	1	Bayern Munich
2019	Franck Ribery	Philipp Lahm	1	Bayern Munich
2019	Franck Ribery	Rafinha	1	Bayern Munich
2019	Franck Ribery	Robert Lewandowski	1	Bayern Munich
2019	Franck Ribery	Serge Gnabry	1	Bayern Munich
2019	Franck Ribery	Sven Ulreich	1	Bayern Munich
2019	Franck Ribery	Thomas Muller	1	Bayern Munich
2019	Franck Ribery	Toni Kroos	1	Bayern Munich
2019	Frenkie de Jong	Gavi	1	Barcelona
2019	Frenkie de Jong	Gerard Pique	1	Barcelona
2019	Frenkie de Jong	Ilkay Gundogan	1	Barcelona
2019	Frenkie de Jong	Inaki Pena	1	Barcelona
2019	Frenkie de Jong	Jordi Alba	1	Barcelona
2019	Frenkie de Jong	Jules Kounde	1	Barcelona
2019	Frenkie de Jong	Lamine Yamal	1	Barcelona
2019	Frenkie de Jong	Lionel Messi	1	Barcelona
2019	Frenkie de Jong	Luis Suarez	1	Barcelona
2019	Frenkie de Jong	Neymar	1	Barcelona
2019	Frenkie de Jong	Pedri	1	Barcelona
2019	Frenkie de Jong	Raphinha	1	Barcelona
2019	Frenkie de Jong	Robert Lewandowski	1	Barcelona
2019	Frenkie de Jong	Ronald Araujo	1	Barcelona
2019	Frenkie de Jong	Samuel Eto'o	1	Barcelona
2019	Frenkie de Jong	Sergio Busquets	1	Barcelona
2019	Frenkie de Jong	Victor Valdes	1	Barcelona
2019	Frenkie de Jong	Xavi Hernandez	1	Barcelona
2019	Gabriel Batistuta	Gianluca Mancini	1	AS Roma
2019	Gabriel Batistuta	John Arne Riise	1	AS Roma
2019	Gabriel Batistuta	Leonardo Spinazzola	1	AS Roma
2019	Gabriel Batistuta	Lorenzo Pellegrini	1	AS Roma
2019	Gabriel Batistuta	Mile Svilar	1	AS Roma
2019	Gabriel Batistuta	Nicolo Zaniolo	1	AS Roma
2019	Gabriel Batistuta	Paulo Dybala	1	AS Roma
2019	Gabriel Batistuta	Roger Ibanez	1	AS Roma
2019	Gabriel Batistuta	Romelu Lukaku	1	AS Roma
2019	Gabriel Batistuta	Stephan El Shaarawy	1	AS Roma
2019	Gabriel Batistuta	Tammy Abraham	1	AS Roma
2019	Gareth Bale	Iker Casillas	1	Real Madrid
2019	Gareth Bale	Jude Bellingham	1	Real Madrid
2019	Gareth Bale	Kylian Mbappe	1	Real Madrid
2019	Gareth Bale	Luka Modric	1	Real Madrid
2019	Gareth Bale	Marcelo	1	Real Madrid
2019	Gareth Bale	Raphael Varane	1	Real Madrid
2019	Gareth Bale	Raul	1	Real Madrid
2019	Gareth Bale	Rodrygo	1	Real Madrid
2019	Gareth Bale	Sergio Ramos	1	Real Madrid
2019	Gareth Bale	Thibaut Courtois	1	Real Madrid
2019	Gareth Bale	Toni Kroos	1	Real Madrid
2019	Gareth Bale	Zinedine Zidane	1	Real Madrid
2019	Gary Neville	Harry Maguire	1	Manchester United
2019	Gary Neville	Lisandro Martinez	1	Manchester United
2019	Gary Neville	Luke Shaw	1	Manchester United
2019	Gary Neville	Marcus Rashford	1	Manchester United
2019	Gary Neville	Nemanja Vidic	1	Manchester United
2019	Gary Neville	Patrice Evra	1	Manchester United
2019	Gary Neville	Paul Scholes	1	Manchester United
2019	Gary Neville	Peter Schmeichel	1	Manchester United
2019	Gary Neville	Rasmus Hojlund	1	Manchester United
2019	Gary Neville	Rio Ferdinand	1	Manchester United
2019	Gary Neville	Roy Keane	1	Manchester United
2019	Gary Neville	Ruud van Nistelrooy	1	Manchester United
2019	Gary Neville	Ryan Giggs	1	Manchester United
2019	Gary Neville	Wayne Rooney	1	Manchester United
2019	Gavi	Gerard Pique	1	Barcelona
2019	Gavi	Ilkay Gundogan	1	Barcelona
2019	Gavi	Inaki Pena	1	Barcelona
2019	Gavi	Jordi Alba	1	Barcelona
2019	Gavi	Jules Kounde	1	Barcelona
2019	Gavi	Lamine Yamal	1	Barcelona
2019	Gavi	Lionel Messi	1	Barcelona
2019	Gavi	Luis Suarez	1	Barcelona
2019	Gavi	Neymar	1	Barcelona
2019	Gavi	Pedri	1	Barcelona
2019	Gavi	Raphinha	1	Barcelona
2019	Gavi	Robert Lewandowski	1	Barcelona
2019	Gavi	Ronald Araujo	1	Barcelona
2019	Gavi	Samuel Eto'o	1	Barcelona
2019	Gavi	Sergio Busquets	1	Barcelona
2019	Gavi	Victor Valdes	1	Barcelona
2019	Gavi	Xavi Hernandez	1	Barcelona
2019	Gennaro Gattuso	Gianluigi Donnarumma	1	AC Milan
2019	Gennaro Gattuso	Ismael Bennacer	1	AC Milan
2019	Gennaro Gattuso	Kaka	1	AC Milan
2019	Gennaro Gattuso	Mike Maignan	1	AC Milan
2019	Gennaro Gattuso	Olivier Giroud	1	AC Milan
2019	Gennaro Gattuso	Paolo Maldini	1	AC Milan
2019	Gennaro Gattuso	Rafael Leao	1	AC Milan
2019	Gennaro Gattuso	Samuel Chukwueze	1	AC Milan
2019	Gennaro Gattuso	Sandro Tonali	1	AC Milan
2019	Gennaro Gattuso	Simon Kjær	1	AC Milan
2019	Gennaro Gattuso	Theo Hernandez	1	AC Milan
2019	Gennaro Gattuso	Zlatan Ibrahimović	1	AC Milan
2019	Gerard Pique	Ilkay Gundogan	1	Barcelona
2019	Gerard Pique	Inaki Pena	1	Barcelona
2019	Gerard Pique	Jordi Alba	1	Barcelona
2019	Gerard Pique	Jules Kounde	1	Barcelona
2019	Gerard Pique	Lamine Yamal	1	Barcelona
2019	Gerard Pique	Lionel Messi	1	Barcelona
2019	Gerard Pique	Luis Suarez	1	Barcelona
2019	Gerard Pique	Neymar	1	Barcelona
2019	Gerard Pique	Pedri	1	Barcelona
2019	Gerard Pique	Raphinha	1	Barcelona
2019	Gerard Pique	Robert Lewandowski	1	Barcelona
2019	Gerard Pique	Ronald Araujo	1	Barcelona
2019	Gerard Pique	Samuel Eto'o	1	Barcelona
2019	Gerard Pique	Sergio Busquets	1	Barcelona
2019	Gerard Pique	Victor Valdes	1	Barcelona
2019	Gerard Pique	Xavi Hernandez	1	Barcelona
2019	Gianluca Mancini	John Arne Riise	1	AS Roma
2019	Gianluca Mancini	Leonardo Spinazzola	1	AS Roma
2019	Gianluca Mancini	Lorenzo Pellegrini	1	AS Roma
2019	Gianluca Mancini	Mile Svilar	1	AS Roma
2019	Gianluca Mancini	Nicolo Zaniolo	1	AS Roma
2019	Gianluca Mancini	Paulo Dybala	1	AS Roma
2019	Gianluca Mancini	Roger Ibanez	1	AS Roma
2019	Gianluca Mancini	Romelu Lukaku	1	AS Roma
2019	Gianluca Mancini	Stephan El Shaarawy	1	AS Roma
2019	Gianluca Mancini	Tammy Abraham	1	AS Roma
2019	Gianluigi Donnarumma	Ismael Bennacer	1	AC Milan
2019	Gianluigi Donnarumma	Kaka	1	AC Milan
2019	Gianluigi Donnarumma	Mike Maignan	1	AC Milan
2019	Gianluigi Donnarumma	Olivier Giroud	1	AC Milan
2019	Gianluigi Donnarumma	Paolo Maldini	1	AC Milan
2019	Gianluigi Donnarumma	Rafael Leao	1	AC Milan
2019	Gianluigi Donnarumma	Samuel Chukwueze	1	AC Milan
2019	Gianluigi Donnarumma	Sandro Tonali	1	AC Milan
2019	Gianluigi Donnarumma	Simon Kjær	1	AC Milan
2019	Gianluigi Donnarumma	Theo Hernandez	1	AC Milan
2019	Gianluigi Donnarumma	Zlatan Ibrahimović	1	AC Milan
2019	Gini Wijnaldum	Harvey Elliott	1	Liverpool
2019	Gini Wijnaldum	Ibrahima Konaté	1	Liverpool
2019	Gini Wijnaldum	James Milner	1	Liverpool
2019	Gini Wijnaldum	Joe Gomez	1	Liverpool
2019	Gini Wijnaldum	Joel Matip	1	Liverpool
2019	Gini Wijnaldum	Jordan Henderson	1	Liverpool
2019	Gini Wijnaldum	Kostas Tsimikas	1	Liverpool
2019	Gini Wijnaldum	Luis Suarez	1	Liverpool
2019	Gini Wijnaldum	Martin Skrtel	1	Liverpool
2019	Gini Wijnaldum	Roberto Firmino	1	Liverpool
2019	Gini Wijnaldum	Sami Hyypia	1	Liverpool
2019	Gini Wijnaldum	Steven Gerrard	1	Liverpool
2019	Gini Wijnaldum	Thiago Alcantara	1	Liverpool
2019	Gini Wijnaldum	Virgil van Dijk	1	Liverpool
2019	Gini Wijnaldum	Xabi Alonso	1	Liverpool
2019	Harry Kane	Jamal Musiala	1	Bayern Munich
2019	Harry Kane	Jerome Boateng	1	Bayern Munich
2019	Harry Kane	Kingsley Coman	1	Bayern Munich
2019	Harry Kane	Leon Goretzka	1	Bayern Munich
2019	Harry Kane	Leroy Sane	1	Bayern Munich
2019	Harry Kane	Manuel Neuer	1	Bayern Munich
2019	Harry Kane	Mario Mandzukic	1	Bayern Munich
2019	Harry Kane	Mats Hummels	1	Bayern Munich
2019	Harry Kane	Matthijs de Ligt	1	Bayern Munich
2019	Harry Kane	Oliver Kahn	1	Bayern Munich
2019	Harry Kane	Philipp Lahm	1	Bayern Munich
2019	Harry Kane	Rafinha	1	Bayern Munich
2019	Harry Kane	Robert Lewandowski	1	Bayern Munich
2019	Harry Kane	Serge Gnabry	1	Bayern Munich
2019	Harry Kane	Sven Ulreich	1	Bayern Munich
2019	Harry Kane	Thomas Muller	1	Bayern Munich
2019	Harry Kane	Toni Kroos	1	Bayern Munich
