# Player co-occurrence graph for 2015
# Format: player1	player2	weight	team
Ismael Bennacer	Theo Hernandez	1	AC Milan
Ismael Bennacer	Zlatan Ibrahimović	1	AC Milan
Kaka	Mike Maignan	1	AC Milan
Kaka	Olivier Giroud	1	AC Milan
Kaka	Paolo Maldini	1	AC Milan
Kaka	Rafael Leao	1	AC Milan
Kaka	Samuel Chukwueze	1	AC Milan
Kaka	Sandro Tonali	1	AC Milan
Kaka	Simon Kjær	1	AC Milan
Kaka	Theo Hernandez	1	AC Milan
Kaka	Zlatan Ibrahimović	1	AC Milan
Mike Maignan	Olivier Giroud	1	AC Milan
Mike Maignan	Paolo Maldini	1	AC Milan
Mike Maignan	Rafael Leao	1	AC Milan
Mike Maignan	Samuel Chukwueze	1	AC Milan
Mike Maignan	Sandro Tonali	1	AC Milan
Mike Maignan	Simon Kjær	1	AC Milan
Mike Maignan	Theo Hernandez	1	AC Milan
Mike Maignan	Zlatan Ibrahimović	1	AC Milan
Olivier Giroud	Paolo Maldini	1	AC Milan
Olivier Giroud	Rafael Leao	1	AC Milan
Olivier Giroud	Samuel Chukwueze	1	AC Milan
Olivier Giroud	Sandro Tonali	1	AC Milan
Olivier Giroud	Simon Kjær	1	AC Milan
Olivier Giroud	Theo Hernandez	1	AC Milan
Olivier Giroud	Zlatan Ibrahimović	1	AC Milan
Paolo Maldini	Rafael Leao	1	AC Milan
Paolo Maldini	Samuel Chukwueze	1	AC Milan
Paolo Maldini	Sandro Tonali	1	AC Milan
Paolo Maldini	Simon Kjær	1	AC Milan
Paolo Maldini	Theo Hernandez	1	AC Milan
Paolo Maldini	Zlatan Ibrahimović	1	AC Milan
Rafael Leao	Samuel Chukwueze	1	AC Milan
Rafael Leao	Sandro Tonali	1	AC Milan
Rafael Leao	Simon Kjær	1	AC Milan
Rafael Leao	Theo Hernandez	1	AC Milan
Rafael Leao	Zlatan Ibrahimović	1	AC Milan
Samuel Chukwueze	Sandro Tonali	1	AC Milan
Samuel Chukwueze	Simon Kjær	1	AC Milan
Samuel Chukwueze	Theo Hernandez	1	AC Milan
Samuel Chukwueze	Zlatan Ibrahimović	1	AC Milan
Sandro Tonali	Simon Kjær	1	AC Milan
Sandro Tonali	Theo Hernandez	1	AC Milan
Sandro Tonali	Zlatan Ibrahimović	1	AC Milan
Simon Kjær	Theo Hernandez	1	AC Milan
Simon Kjær	Zlatan Ibrahimović	1	AC Milan
Theo Hernandez	Zlatan Ibrahimović	1	AC Milan
Alessandro Nesta	Dida	1	AC Milan
Andrea Pirlo	Dida	1	AC Milan
Brahim Diaz	Dida	1	AC Milan
Cafu	Dida	1	AC Milan
Clarence Seedorf	Dida	1	AC Milan
Davide Calabria	Dida	1	AC Milan
Dida	Fikayo Tomori	1	AC Milan
Dida	Filippo Inzaghi	1	AC Milan
Dida	Gennaro Gattuso	1	AC Milan
Dida	Gianluigi Donnarumma	1	AC Milan
Dida	Ismael Bennacer	1	AC Milan
Dida	Kaka	1	AC Milan
Dida	Mike Maignan	1	AC Milan
Dida	Olivier Giroud	1	AC Milan
Dida	Paolo Maldini	1	AC Milan
Dida	Rafael Leao	1	AC Milan
Dida	Samuel Chukwueze	1	AC Milan
Dida	Sandro Tonali	1	AC Milan
Dida	Simon Kjær	1	AC Milan
Dida	Theo Hernandez	1	AC Milan
Dida	Zlatan Ibrahimović	1	AC Milan
Christian Pulisic	Dida	1	AC Milan
Bryan Cristante	Cafu	1	AS Roma
Bryan Cristante	Chris Smalling	1	AS Roma
Bryan Cristante	Daniele De Rossi	1	AS Roma
Bryan Cristante	Edin Dzeko	1	AS Roma
Bryan Cristante	Francesco Totti	2	AS Roma
Bryan Cristante	Gabriel Batistuta	1	AS Roma
Bryan Cristante	Gianluca Mancini	1	AS Roma
Bryan Cristante	John Arne Riise	1	AS Roma
Bryan Cristante	Leonardo Spinazzola	1	AS Roma
Bryan Cristante	Lorenzo Pellegrini	1	AS Roma
Bryan Cristante	Mile Svilar	1	AS Roma
Bryan Cristante	Nicolo Zaniolo	1	AS Roma
Bryan Cristante	Paulo Dybala	1	AS Roma
Bryan Cristante	Roger Ibanez	1	AS Roma
Bryan Cristante	Romelu Lukaku	1	AS Roma
Bryan Cristante	Rui Patricio	1	AS Roma
Bryan Cristante	Stephan El Shaarawy	1	AS Roma
Bryan Cristante	Tammy Abraham	1	AS Roma
Cafu	Chris Smalling	1	AS Roma
Cafu	Daniele De Rossi	1	AS Roma
Cafu	Edin Dzeko	1	AS Roma
Cafu	Francesco Totti	2	AS Roma
Cafu	Gabriel Batistuta	1	AS Roma
Cafu	Gianluca Mancini	1	AS Roma
Cafu	John Arne Riise	1	AS Roma
Cafu	Leonardo Spinazzola	1	AS Roma
Cafu	Lorenzo Pellegrini	1	AS Roma
Cafu	Mile Svilar	1	AS Roma
Cafu	Nicolo Zaniolo	1	AS Roma
Cafu	Paulo Dybala	1	AS Roma
Cafu	Roger Ibanez	1	AS Roma
Cafu	Romelu Lukaku	1	AS Roma
Cafu	Rui Patricio	1	AS Roma
Cafu	Stephan El Shaarawy	1	AS Roma
Cafu	Tammy Abraham	1	AS Roma
Chris Smalling	Daniele De Rossi	1	AS Roma
Chris Smalling	Edin Dzeko	1	AS Roma
Chris Smalling	Francesco Totti	2	AS Roma
Chris Smalling	Gabriel Batistuta	1	AS Roma
Chris Smalling	Gianluca Mancini	1	AS Roma
Chris Smalling	John Arne Riise	1	AS Roma
Chris Smalling	Leonardo Spinazzola	1	AS Roma
Chris Smalling	Lorenzo Pellegrini	1	AS Roma
Chris Smalling	Mile Svilar	1	AS Roma
Chris Smalling	Nicolo Zaniolo	1	AS Roma
Chris Smalling	Paulo Dybala	1	AS Roma
Chris Smalling	Roger Ibanez	1	AS Roma
Chris Smalling	Romelu Lukaku	1	AS Roma
Chris Smalling	Rui Patricio	1	AS Roma
Chris Smalling	Stephan El Shaarawy	1	AS Roma
Chris Smalling	Tammy Abraham	1	AS Roma
Daniele De Rossi	Edin Dzeko	1	AS Roma
Daniele De Rossi	Francesco Totti	2	AS Roma
Daniele De Rossi	Gabriel Batistuta	1	AS Roma
Daniele De Rossi	Gianluca Mancini	1	AS Roma
Daniele De Rossi	John Arne Riise	1	AS Roma
Daniele De Rossi	Leonardo Spinazzola	1	AS Roma
Daniele De Rossi	Lorenzo Pellegrini	1	AS Roma
Daniele De Rossi	Mile Svilar	1	AS Roma
Daniele De Rossi	Nicolo Zaniolo	1	AS Roma
Daniele De Rossi	Paulo Dybala	1	AS Roma
Daniele De Rossi	Roger Ibanez	1	AS Roma
Daniele De Rossi	Romelu Lukaku	1	AS Roma
Daniele De Rossi	Rui Patricio	1	AS Roma
Daniele De Rossi	Stephan El Shaarawy	1	AS Roma
Daniele De Rossi	Tammy Abraham	1	AS Roma
Edin Dzeko	Francesco Totti	2	AS Roma
Edin Dzeko	Gabriel Batistuta	1	AS Roma
Edin Dzeko	Gianluca Mancini	1	AS Roma
Edin Dzeko	John Arne Riise	1	AS Roma
Edin Dzeko	Leonardo Spinazzola	1	AS Roma
Edin Dzeko	Lorenzo Pellegrini	1	AS Roma
Edin Dzeko	Mile Svilar	1	AS Roma
Edin Dzeko	Nicolo Zaniolo	1	AS Roma
Edin Dzeko	Paulo Dybala	1	AS Roma
Edin Dzeko	Roger Ibanez	1	AS Roma
Edin Dzeko	Romelu Lukaku	1	AS Roma
Edin Dzeko	Rui Patricio	1	AS Roma
Edin Dzeko	Stephan El Shaarawy	1	AS Roma
Edin Dzeko	Tammy Abraham	1	AS Roma
Francesco Totti	Gabriel Batistuta	2	AS Roma
Francesco Totti	Gianluca Mancini	2	AS Roma
Francesco Totti	John Arne Riise	2	AS Roma
Francesco Totti	Leonardo Spinazzola	2	AS Roma
Francesco Totti	Lorenzo Pellegrini	2	AS Roma
Francesco Totti	Mile Svilar	2	AS Roma
Francesco Totti	Nicolo Zaniolo	2	AS Roma
Francesco Totti	Paulo Dybala	2	AS Roma
Francesco Totti	Roger Ibanez	2	AS Roma
Francesco Totti	Romelu Lukaku	2	AS Roma
Francesco Totti	Rui Patricio	2	AS Roma
Francesco Totti	Stephan El Shaarawy	2	AS Roma
Francesco Totti	Tammy Abraham	2	AS Roma
Gabriel Batistuta	Gianluca Mancini	1	AS Roma
Gabriel Batistuta	John Arne Riise	1	AS Roma
Gabriel Batistuta	Leonardo Spinazzola	1	AS Roma
Gabriel Batistuta	Lorenzo Pellegrini	1	AS Roma
Gabriel Batistuta	Mile Svilar	1	AS Roma
Gabriel Batistuta	Nicolo Zaniolo	1	AS Roma
Gabriel Batistuta	Paulo Dybala	1	AS Roma
Gabriel Batistuta	Roger Ibanez	1	AS Roma
Gabriel Batistuta	Romelu Lukaku	1	AS Roma
Gabriel Batistuta	Rui Patricio	1	AS Roma
Gabriel Batistuta	Stephan El Shaarawy	1	AS Roma
Gabriel Batistuta	Tammy Abraham	1	AS Roma
Gianluca Mancini	John Arne Riise	1	AS Roma
Gianluca Mancini	Leonardo Spinazzola	1	AS Roma
Gianluca Mancini	Lorenzo Pellegrini	1	AS Roma
Gianluca Mancini	Mile Svilar	1	AS Roma
Gianluca Mancini	Nicolo Zaniolo	1	AS Roma
Gianluca Mancini	Paulo Dybala	1	AS Roma
Gianluca Mancini	Roger Ibanez	1	AS Roma
Gianluca Mancini	Romelu Lukaku	1	AS Roma
Gianluca Mancini	Rui Patricio	1	AS Roma
Gianluca Mancini	Stephan El Shaarawy	1	AS Roma
Gianluca Mancini	Tammy Abraham	1	AS Roma
John Arne Riise	Leonardo Spinazzola	1	AS Roma
John Arne Riise	Lorenzo Pellegrini	1	AS Roma
John Arne Riise	Mile Svilar	1	AS Roma
John Arne Riise	Nicolo Zaniolo	1	AS Roma
John Arne Riise	Paulo Dybala	1	AS Roma
John Arne Riise	Roger Ibanez	1	AS Roma
John Arne Riise	Romelu Lukaku	1	AS Roma
John Arne Riise	Rui Patricio	1	AS Roma
John Arne Riise	Stephan El Shaarawy	1	AS Roma
John Arne Riise	Tammy Abraham	1	AS Roma
Leonardo Spinazzola	Lorenzo Pellegrini	1	AS Roma
Leonardo Spinazzola	Mile Svilar	1	AS Roma
Leonardo Spinazzola	Nicolo Zaniolo	1	AS Roma
Leonardo Spinazzola	Paulo Dybala	1	AS Roma
Leonardo Spinazzola	Roger Ibanez	1	AS Roma
Leonardo Spinazzola	Romelu Lukaku	1	AS Roma
Leonardo Spinazzola	Rui Patricio	1	AS Roma
Leonardo Spinazzola	Stephan El Shaarawy	1	AS Roma
Leonardo Spinazzola	Tammy Abraham	1	AS Roma
Lorenzo Pellegrini	Mile Svilar	1	AS Roma
Lorenzo Pellegrini	Nicolo Zaniolo	1	AS Roma
Lorenzo Pellegrini	Paulo Dybala	1	AS Roma
Lorenzo Pellegrini	Roger Ibanez	1	AS Roma
Lorenzo Pellegrini	Romelu Lukaku	1	AS Roma
Lorenzo Pellegrini	Rui Patricio	1	AS Roma
Lorenzo Pellegrini	Stephan El Shaarawy	1	AS Roma
Lorenzo Pellegrini	Tammy Abraham	1	AS Roma
Mile Svilar	Nicolo Zaniolo	1	AS Roma
Mile Svilar	Paulo Dybala	1	AS Roma
Mile Svilar	Roger Ibanez	1	AS Roma
Mile Svilar	Romelu Lukaku	1	AS Roma
Mile Svilar	Rui Patricio	1	AS Roma
Mile Svilar	Stephan El Shaarawy	1	AS Roma
Mile Svilar	Tammy Abraham	1	AS Roma
Nicolo Zaniolo	Paulo Dybala	1	AS Roma
Nicolo Zaniolo	Roger Ibanez	1	AS Roma
Nicolo Zaniolo	Romelu Lukaku	1	AS Roma
Nicolo Zaniolo	Rui Patricio	1	AS Roma
Nicolo Zaniolo	Stephan El Shaarawy	1	AS Roma
Nicolo Zaniolo	Tammy Abraham	1	AS Roma
Paulo Dybala	Roger Ibanez	1	AS Roma
Paulo Dybala	Romelu Lukaku	1	AS Roma
Paulo Dybala	Rui Patricio	1	AS Roma
Paulo Dybala	Stephan El Shaarawy	1	AS Roma
Paulo Dybala	Tammy Abraham	1	AS Roma
Roger Ibanez	Romelu Lukaku	1	AS Roma
Roger Ibanez	Rui Patricio	1	AS Roma
Roger Ibanez	Stephan El Shaarawy	1	AS Roma
Roger Ibanez	Tammy Abraham	1	AS Roma
Romelu Lukaku	Rui Patricio	1	AS Roma
Romelu Lukaku	Stephan El Shaarawy	1	AS Roma
Romelu Lukaku	Tammy Abraham	1	AS Roma
Rui Patricio	Stephan El Shaarawy	1	AS Roma
Rui Patricio	Tammy Abraham	1	AS Roma
Stephan El Shaarawy	Tammy Abraham	1	AS Roma
Francesco Totti	Francesco Totti	1	AS Roma
Antonio Rudiger	Casemiro	1	Real Madrid
Antonio Rudiger	Claude Makelele	1	Real Madrid
Antonio Rudiger	Cristiano Ronaldo	1	Real Madrid
Antonio Rudiger	Dani Carvajal	1	Real Madrid
Antonio Rudiger	David Alaba	1	Real Madrid
Antonio Rudiger	Eduardo Camavinga	1	Real Madrid
Antonio Rudiger	Federico Valverde	1	Real Madrid
Antonio Rudiger	Ferland Mendy	1	Real Madrid
Antonio Rudiger	Gareth Bale	1	Real Madrid
Antonio Rudiger	Iker Casillas	1	Real Madrid
Antonio Rudiger	Jude Bellingham	1	Real Madrid
Antonio Rudiger	Karim Benzema	1	Real Madrid
Antonio Rudiger	Luka Modric	1	Real Madrid
Antonio Rudiger	Marcelo	1	Real Madrid
Antonio Rudiger	Raphael Varane	1	Real Madrid
Antonio Rudiger	Raul	1	Real Madrid
Antonio Rudiger	Sergio Ramos	1	Real Madrid
Antonio Rudiger	Thibaut Courtois	1	Real Madrid
Antonio Rudiger	Toni Kroos	1	Real Madrid
Antonio Rudiger	Zinedine Zidane	1	Real Madrid
Casemiro	Claude Makelele	1	Real Madrid
Casemiro	Cristiano Ronaldo	1	Real Madrid
Casemiro	Cristiano Ronaldo	1	Manchester United
Casemiro	Dani Carvajal	1	Real Madrid
Casemiro	David Alaba	1	Real Madrid
Casemiro	Eduardo Camavinga	1	Real Madrid
Casemiro	Federico Valverde	1	Real Madrid
Casemiro	Ferland Mendy	1	Real Madrid
Casemiro	Gareth Bale	1	Real Madrid
Casemiro	Iker Casillas	1	Real Madrid
Casemiro	Jude Bellingham	1	Real Madrid
Casemiro	Karim Benzema	1	Real Madrid
Casemiro	Luka Modric	1	Real Madrid
Casemiro	Marcelo	1	Real Madrid
Casemiro	Raphael Varane	1	Real Madrid
Casemiro	Raul	1	Real Madrid
Casemiro	Sergio Ramos	1	Real Madrid
Casemiro	Thibaut Courtois	1	Real Madrid
Casemiro	Toni Kroos	1	Real Madrid
Casemiro	Zinedine Zidane	1	Real Madrid
Claude Makelele	Cristiano Ronaldo	1	Real Madrid
Claude Makelele	Dani Carvajal	1	Real Madrid
Claude Makelele	David Alaba	1	Real Madrid
Claude Makelele	Eduardo Camavinga	1	Real Madrid
Claude Makelele	Federico Valverde	1	Real Madrid
Claude Makelele	Ferland Mendy	1	Real Madrid
Claude Makelele	Gareth Bale	1	Real Madrid
Claude Makelele	Iker Casillas	1	Real Madrid
Claude Makelele	Jude Bellingham	1	Real Madrid
Claude Makelele	Karim Benzema	1	Real Madrid
Claude Makelele	Luka Modric	1	Real Madrid
Claude Makelele	Marcelo	1	Real Madrid
Claude Makelele	Raphael Varane	1	Real Madrid
Claude Makelele	Raul	1	Real Madrid
Claude Makelele	Sergio Ramos	1	Real Madrid
Claude Makelele	Thibaut Courtois	1	Real Madrid
Claude Makelele	Toni Kroos	1	Real Madrid
Claude Makelele	Zinedine Zidane	1	Real Madrid
Cristiano Ronaldo	Dani Carvajal	1	Real Madrid
Cristiano Ronaldo	David Alaba	1	Real Madrid
Cristiano Ronaldo	Eduardo Camavinga	1	Real Madrid
Cristiano Ronaldo	Federico Valverde	1	Real Madrid
Cristiano Ronaldo	Ferland Mendy	1	Real Madrid
Cristiano Ronaldo	Gareth Bale	1	Real Madrid
Cristiano Ronaldo	Iker Casillas	1	Real Madrid
Cristiano Ronaldo	Jude Bellingham	1	Real Madrid
Cristiano Ronaldo	Karim Benzema	1	Real Madrid
Cristiano Ronaldo	Luka Modric	1	Real Madrid
Cristiano Ronaldo	Marcelo	1	Real Madrid
Cristiano Ronaldo	Raphael Varane	1	Real Madrid
Cristiano Ronaldo	Raul	1	Real Madrid
Cristiano Ronaldo	Sergio Ramos	1	Real Madrid
Cristiano Ronaldo	Thibaut Courtois	1	Real Madrid
Cristiano Ronaldo	Toni Kroos	1	Real Madrid
Cristiano Ronaldo	Zinedine Zidane	1	Real Madrid
Dani Carvajal	David Alaba	1	Real Madrid
Dani Carvajal	Eduardo Camavinga	1	Real Madrid
Dani Carvajal	Federico Valverde	1	Real Madrid
Dani Carvajal	Ferland Mendy	1	Real Madrid
Dani Carvajal	Gareth Bale	1	Real Madrid
Dani Carvajal	Iker Casillas	1	Real Madrid
Dani Carvajal	Jude Bellingham	1	Real Madrid
Dani Carvajal	Karim Benzema	1	Real Madrid
Dani Carvajal	Luka Modric	1	Real Madrid
Dani Carvajal	Marcelo	1	Real Madrid
Dani Carvajal	Raphael Varane	1	Real Madrid
Dani Carvajal	Raul	1	Real Madrid
Dani Carvajal	Sergio Ramos	1	Real Madrid
Dani Carvajal	Thibaut Courtois	1	Real Madrid
Dani Carvajal	Toni Kroos	1	Real Madrid
Dani Carvajal	Zinedine Zidane	1	Real Madrid
David Alaba	Eduardo Camavinga	1	Real Madrid
David Alaba	Federico Valverde	1	Real Madrid
David Alaba	Ferland Mendy	1	Real Madrid
David Alaba	Gareth Bale	1	Real Madrid
David Alaba	Iker Casillas	1	Real Madrid
David Alaba	Jude Bellingham	1	Real Madrid
David Alaba	Karim Benzema	1	Real Madrid
David Alaba	Luka Modric	1	Real Madrid
David Alaba	Marcelo	1	Real Madrid
David Alaba	Raphael Varane	1	Real Madrid
David Alaba	Raul	1	Real Madrid
David Alaba	Sergio Ramos	1	Real Madrid
David Alaba	Thibaut Courtois	1	Real Madrid
David Alaba	Zinedine Zidane	1	Real Madrid
Eduardo Camavinga	Federico Valverde	1	Real Madrid
Eduardo Camavinga	Ferland Mendy	1	Real Madrid
Eduardo Camavinga	Gareth Bale	1	Real Madrid
Eduardo Camavinga	Iker Casillas	1	Real Madrid
Eduardo Camavinga	Jude Bellingham	1	Real Madrid
Eduardo Camavinga	Karim Benzema	1	Real Madrid
Eduardo Camavinga	Luka Modric	1	Real Madrid
Eduardo Camavinga	Marcelo	1	Real Madrid
Eduardo Camavinga	Raphael Varane	1	Real Madrid
Eduardo Camavinga	Raul	1	Real Madrid
Eduardo Camavinga	Sergio Ramos	1	Real Madrid
Eduardo Camavinga	Thibaut Courtois	1	Real Madrid
Eduardo Camavinga	Toni Kroos	1	Real Madrid
Eduardo Camavinga	Zinedine Zidane	1	Real Madrid
Federico Valverde	Ferland Mendy	1	Real Madrid
Federico Valverde	Gareth Bale	1	Real Madrid
Federico Valverde	Iker Casillas	1	Real Madrid
Federico Valverde	Jude Bellingham	1	Real Madrid
Federico Valverde	Karim Benzema	1	Real Madrid
Federico Valverde	Luka Modric	1	Real Madrid
Federico Valverde	Marcelo	1	Real Madrid
Federico Valverde	Raphael Varane	1	Real Madrid
Federico Valverde	Raul	1	Real Madrid
Federico Valverde	Sergio Ramos	1	Real Madrid
Federico Valverde	Thibaut Courtois	1	Real Madrid
Federico Valverde	Toni Kroos	1	Real Madrid
Federico Valverde	Zinedine Zidane	1	Real Madrid
Ferland Mendy	Gareth Bale	1	Real Madrid
Ferland Mendy	Iker Casillas	1	Real Madrid
Ferland Mendy	Jude Bellingham	1	Real Madrid
Ferland Mendy	Karim Benzema	1	Real Madrid
Ferland Mendy	Luka Modric	1	Real Madrid
Ferland Mendy	Marcelo	1	Real Madrid
Ferland Mendy	Raphael Varane	1	Real Madrid
Ferland Mendy	Raul	1	Real Madrid
Ferland Mendy	Sergio Ramos	1	Real Madrid
Ferland Mendy	Thibaut Courtois	1	Real Madrid
Ferland Mendy	Toni Kroos	1	Real Madrid
Ferland Mendy	Zinedine Zidane	1	Real Madrid
Gareth Bale	Iker Casillas	1	Real Madrid
Gareth Bale	Jude Bellingham	1	Real Madrid
Gareth Bale	Karim Benzema	1	Real Madrid
Gareth Bale	Luka Modric	1	Real Madrid
Gareth Bale	Marcelo	1	Real Madrid
Gareth Bale	Raphael Varane	1	Real Madrid
Gareth Bale	Raul	1	Real Madrid
Gareth Bale	Sergio Ramos	1	Real Madrid
Gareth Bale	Thibaut Courtois	1	Real Madrid
Gareth Bale	Toni Kroos	1	Real Madrid
Gareth Bale	Zinedine Zidane	1	Real Madrid
Iker Casillas	Jude Bellingham	1	Real Madrid
Iker Casillas	Karim Benzema	1	Real Madrid
Iker Casillas	Luka Modric	1	Real Madrid
Iker Casillas	Marcelo	1	Real Madrid
Iker Casillas	Raphael Varane	1	Real Madrid
Iker Casillas	Raul	1	Real Madrid
Iker Casillas	Sergio Ramos	1	Real Madrid
Iker Casillas	Thibaut Courtois	1	Real Madrid
Iker Casillas	Toni Kroos	1	Real Madrid
Iker Casillas	Zinedine Zidane	1	Real Madrid
Jude Bellingham	Karim Benzema	1	Real Madrid
Jude Bellingham	Luka Modric	1	Real Madrid
Jude Bellingham	Marcelo	1	Real Madrid
Jude Bellingham	Raphael Varane	1	Real Madrid
Jude Bellingham	Raul	1	Real Madrid
Jude Bellingham	Sergio Ramos	1	Real Madrid
Jude Bellingham	Thibaut Courtois	1	Real Madrid
Jude Bellingham	Toni Kroos	1	Real Madrid
Jude Bellingham	Zinedine Zidane	1	Real Madrid
Karim Benzema	Luka Modric	1	Real Madrid
Karim Benzema	Marcelo	1	Real Madrid
Karim Benzema	Raphael Varane	1	Real Madrid
Karim Benzema	Raul	1	Real Madrid
Karim Benzema	Sergio Ramos	1	Real Madrid
Karim Benzema	Thibaut Courtois	1	Real Madrid
Karim Benzema	Toni Kroos	1	Real Madrid
Karim Benzema	Zinedine Zidane	1	Real Madrid
Luka Modric	Marcelo	1	Real Madrid
Luka Modric	Raphael Varane	1	Real Madrid
Luka Modric	Raul	1	Real Madrid
Luka Modric	Sergio Ramos	1	Real Madrid
Luka Modric	Thibaut Courtois	1	Real Madrid
Luka Modric	Toni Kroos	1	Real Madrid
Luka Modric	Zinedine Zidane	1	Real Madrid
Marcelo	Raphael Varane	1	Real Madrid
Marcelo	Raul	1	Real Madrid
Marcelo	Sergio Ramos	1	Real Madrid
Marcelo	Thibaut Courtois	1	Real Madrid
Marcelo	Toni Kroos	1	Real Madrid
Marcelo	Zinedine Zidane	1	Real Madrid
Raphael Varane	Raul	1	Real Madrid
Raphael Varane	Sergio Ramos	1	Real Madrid
Raphael Varane	Thibaut Courtois	1	Real Madrid
Raphael Varane	Toni Kroos	1	Real Madrid
Raphael Varane	Zinedine Zidane	1	Real Madrid
Raul	Sergio Ramos	1	Real Madrid
Raul	Thibaut Courtois	1	Real Madrid
Raul	Toni Kroos	1	Real Madrid
Raul	Zinedine Zidane	1	Real Madrid
Sergio Ramos	Thibaut Courtois	1	Real Madrid
Sergio Ramos	Toni Kroos	1	Real Madrid
Sergio Ramos	Zinedine Zidane	1	Real Madrid
Thibaut Courtois	Toni Kroos	1	Real Madrid
Thibaut Courtois	Zinedine Zidane	1	Real Madrid
Toni Kroos	Zinedine Zidane	1	Real Madrid
Antonio Rudiger	Rodrygo	1	Real Madrid
Antonio Rudiger	Vinicius Junior	1	Real Madrid
Casemiro	Rodrygo	1	Real Madrid
Casemiro	Vinicius Junior	1	Real Madrid
Claude Makelele	Rodrygo	1	Real Madrid
Claude Makelele	Vinicius Junior	1	Real Madrid
Cristiano Ronaldo	Rodrygo	1	Real Madrid
Cristiano Ronaldo	Vinicius Junior	1	Real Madrid
Dani Carvajal	Rodrygo	1	Real Madrid
Dani Carvajal	Vinicius Junior	1	Real Madrid
David Alaba	Rodrygo	1	Real Madrid
David Alaba	Vinicius Junior	1	Real Madrid
Eduardo Camavinga	Rodrygo	1	Real Madrid
Eduardo Camavinga	Vinicius Junior	1	Real Madrid
Federico Valverde	Rodrygo	1	Real Madrid
Federico Valverde	Vinicius Junior	1	Real Madrid
Ferland Mendy	Rodrygo	1	Real Madrid
Ferland Mendy	Vinicius Junior	1	Real Madrid
Gareth Bale	Rodrygo	1	Real Madrid
Gareth Bale	Vinicius Junior	1	Real Madrid
Jude Bellingham	Rodrygo	1	Real Madrid
Jude Bellingham	Vinicius Junior	1	Real Madrid
Karim Benzema	Rodrygo	1	Real Madrid
Karim Benzema	Vinicius Junior	1	Real Madrid
Luka Modric	Rodrygo	1	Real Madrid
Luka Modric	Vinicius Junior	1	Real Madrid
Marcelo	Rodrygo	1	Real Madrid
Marcelo	Vinicius Junior	1	Real Madrid
Raphael Varane	Rodrygo	1	Real Madrid
Raphael Varane	Vinicius Junior	1	Real Madrid
Raul	Rodrygo	1	Real Madrid
Raul	Vinicius Junior	1	Real Madrid
Rodrygo	Sergio Ramos	1	Real Madrid
Rodrygo	Thibaut Courtois	1	Real Madrid
Rodrygo	Toni Kroos	1	Real Madrid
Rodrygo	Vinicius Junior	1	Real Madrid
Rodrygo	Zinedine Zidane	1	Real Madrid
Sergio Ramos	Vinicius Junior	1	Real Madrid
Thibaut Courtois	Vinicius Junior	1	Real Madrid
Toni Kroos	Vinicius Junior	1	Real Madrid
Vinicius Junior	Zinedine Zidane	1	Real Madrid
Iker Casillas	Vinicius Junior	1	Real Madrid
Iker Casillas	Rodrygo	1	Real Madrid
Alejandro Balde	Andres Iniesta	1	Barcelona
Alejandro Balde	Carles Puyol	1	Barcelona
Alejandro Balde	Dani Alves	1	Barcelona
Alejandro Balde	Frenkie de Jong	1	Barcelona
Alejandro Balde	Gavi	1	Barcelona
Alejandro Balde	Gerard Pique	1	Barcelona
Alejandro Balde	Ilkay Gundogan	1	Barcelona
Alejandro Balde	Inaki Pena	1	Barcelona
Alejandro Balde	Jordi Alba	1	Barcelona
Alejandro Balde	Jules Kounde	1	Barcelona
Alejandro Balde	Lamine Yamal	1	Barcelona
Alejandro Balde	Lionel Messi	1	Barcelona
Alejandro Balde	Luis Suarez	1	Barcelona
Alejandro Balde	Marc-Andre ter Stegen	1	Barcelona
Alejandro Balde	Neymar	1	Barcelona
Alejandro Balde	Pedri	1	Barcelona
Alejandro Balde	Raphinha	1	Barcelona
Alejandro Balde	Robert Lewandowski	1	Barcelona
Alejandro Balde	Ronald Araujo	1	Barcelona
Alejandro Balde	Samuel Eto'o	1	Barcelona
Alejandro Balde	Sergio Busquets	1	Barcelona
Alejandro Balde	Victor Valdes	1	Barcelona
Alejandro Balde	Xavi Hernandez	1	Barcelona
Andres Iniesta	Carles Puyol	1	Barcelona
Andres Iniesta	Dani Alves	1	Barcelona
Andres Iniesta	Frenkie de Jong	1	Barcelona
Andres Iniesta	Gavi	1	Barcelona
Andres Iniesta	Gerard Pique	1	Barcelona
Andres Iniesta	Ilkay Gundogan	1	Barcelona
Andres Iniesta	Inaki Pena	1	Barcelona
Andres Iniesta	Jordi Alba	1	Barcelona
Andres Iniesta	Jules Kounde	1	Barcelona
Andres Iniesta	Lamine Yamal	1	Barcelona
Andres Iniesta	Lionel Messi	1	Barcelona
Andres Iniesta	Luis Suarez	1	Barcelona
Andres Iniesta	Marc-Andre ter Stegen	1	Barcelona
Andres Iniesta	Neymar	1	Barcelona
Andres Iniesta	Pedri	1	Barcelona
Andres Iniesta	Raphinha	1	Barcelona
Andres Iniesta	Robert Lewandowski	1	Barcelona
Andres Iniesta	Ronald Araujo	1	Barcelona
Andres Iniesta	Samuel Eto'o	1	Barcelona
Andres Iniesta	Sergio Busquets	1	Barcelona
Andres Iniesta	Victor Valdes	1	Barcelona
Andres Iniesta	Xavi Hernandez	1	Barcelona
Carles Puyol	Dani Alves	1	Barcelona
